player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0023459,2023,REG,0,1,0.0,0,0.0,1.0,10.0,0,0,17.0,0.0,0.0,-2.0319598843343556,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0023459,2024,REG,368,584,3897.0,28,11.0,40.0,302.0,5,2,4014.0,2119.0,192.0,10.130993453394488,2,17.796653277127803,1.3670849216482237,22,107.0,0,0.0,0.0,7.0,4.280564359933793,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,256.58,256.58,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17703230435922554
00-0024243,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4,5,29.0,1,0.0,0.0,9.0,29.0,2.0,2.4860826230142266,0,4.2,0.18799889827813365,0.1096873151874136,0.35877946804839,0.0,8.9,12.899999999999999,5,0.034013605442176874,0.007901668129938543,0.06971153846153846,0.057341742667216145,0.027384324834749764,0.125,0.03636363636363636,0.047619047619047616,0.07619216241737488,0.04690745986779982,0.19727891156462585,0.02846676670491658
00-0024243,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,2.0,0,0.0,0.0,1.0,1.0,1.0,0.06460474291816354,0,2.0,0.038461538461538464,0.009708737864077669,0.06448842419716207,0.0,0.2,1.2,1,0.034482758620689655,0.009433962264150943,0.006756756756756757,0.059271307742355235,0.008849557522123894,0.0,0.07142857142857142,0.05555555555555555,0.004424778761061947,0.007079646017699115,0.06896551724137931,0.010541110330288123
00-0026158,2023,REG,123,204,1616.0,13,8.0,8.0,57.0,3,1,1910.0,678.0,60.0,-1.607587160902579,1,4.883884955405668,0.3678736895371929,9,2.0,0,1.0,0.0,3.0,-0.4699459768101306,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.84,100.84,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19146350725298097
00-0026158,2024,REG,162,248,1761.0,12,7.0,18.0,123.0,3,3,2215.0,651.0,87.0,2.9993858721668687,0,5.588957026193659,0.7075546323521819,9,26.0,0,1.0,1.0,2.0,-7.002136736351531,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.04,99.04,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15615539858728558
00-0026300,2024,REG,2,3,17.0,0,0.0,1.0,5.0,0,0,53.0,2.0,1.0,-1.8097355109639466,0,0.3018867924528302,0.0,4,1.0,0,0.0,0.0,0.0,-3.56283131003147,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018420555450595125
00-0026498,2023,REG,326,521,3965.0,24,11.0,30.0,205.0,0,0,4033.0,1890.0,187.0,55.03210787712951,1,15.714152391074743,1.2871096315545254,21,65.0,0,0.0,0.0,4.0,3.9656354920298327,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,243.1,243.1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329873536834
00-0026498,2024,REG,340,517,3762.0,20,8.0,28.0,213.0,4,2,3869.0,1726.0,176.0,34.73475009959403,0,16.49477300773636,1.6076459391984972,30,41.0,0,2.0,0.0,10.0,-3.011842658896128,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,214.58,214.58,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16445684329925353
00-0026625,2023,REG,23,42,231.0,0,2.0,1.0,8.0,0,0,344.0,80.0,14.0,-8.780772753364403,0,1.425892857142857,0.1840162964022598,3,-3.0,0,0.0,0.0,0.0,-1.8153455403517,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.94,4.94,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03610583248063149
00-0027114,2023,REG,1,1,18.0,0,0.0,0.0,0.0,0,0,10.0,8.0,1.0,2.6709000263363123,0,1.8,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016445865692096846
00-0027696,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,6,7,39.0,4,0.0,0.0,42.0,3.0,6.0,8.155974590627011,0,4.5,0.26623218566423434,0.23511082086895255,0.5639258531046183,0.0,27.9,33.9,5,0.04861111111111111,0.0391425908667288,0.0066815144766146995,0.1042307393600497,0.039354187689202826,0.4444444444444444,0.11764705882352941,0.16666666666666666,0.24189931606682363,0.12037223904025116,0.2708333333333333,0.08253396309100647
00-0027944,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11,19,74.0,3,0.0,0.0,131.0,28.0,4.0,2.2336344543156166,0,4.559192793304015,0.6454702302528389,0.495157986405947,1.3148159358634213,0.0,25.4,36.4,8,0.07569721115537849,0.06359223300970873,0.03608247422680412,0.16441960314083473,0.041596402473299605,0.21428571428571427,0.044444444444444446,0.0673076923076923,0.12794105837950695,0.07613426483578253,0.2948207171314741,0.05215198578715112
00-0027948,2023,REG,18,35,185.0,0,3.0,1.0,9.0,0,0,198.0,118.0,8.0,-16.143287105163772,0,1.9221556886227544,-0.032885639537880346,7,45.0,0,0.0,0.0,2.0,-0.6197695613373071,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.900000000000002,5.900000000000002,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034791838660219385
00-0027973,2023,REG,34,58,361.0,2,0.0,3.0,27.0,0,0,477.0,128.0,17.0,4.548329591227218,0,0.7568134171907757,0.06331220456200536,3,12.0,0,0.0,0.0,2.0,1.4284599639941007,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.64,23.64,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11342481527684482
00-0027973,2024,REG,106,160,989.0,7,6.0,7.0,37.0,1,0,1062.0,459.0,50.0,-18.095891326278156,0,4.954892415242316,0.3414501510881374,11,34.0,0,0.0,0.0,2.0,-3.431674593843093,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,58.96,58.96,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13434808367133028
00-0028002,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,17,39.0,1,0.0,0.0,165.0,23.0,3.0,-15.467470429737629,1,8.833333333333334,0.5739549339549339,0.7200663087492573,1.3649788170568808,0.0,11.9,16.9,9,0.06159420289855073,0.08164275111331024,0.029754204398447608,0.1577055052384743,0.024314214463840397,0.16666666666666666,0.03896103896103896,0.04819277108433735,0.09549044056525352,0.05278470490440565,0.14130434782608695,0.029818618109958357
00-0028118,2023,REG,116,180,1341.0,5,3.0,17.0,94.0,2,0,1541.0,578.0,52.0,2.116015696653961,0,6.960946885779897,0.7737828506503619,38,197.0,0,2.0,0.0,10.0,-0.41283654625414945,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,87.34,87.34,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13339646271802547
00-0028118,2024,REG,17,22,119.0,3,0.0,0.0,0.0,0,0,88.0,68.0,9.0,11.904086127557093,1,2.6174306734578385,0.5360992998240679,3,13.0,0,1.0,0.0,0.0,-0.6764859651157167,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.06,20.06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12882096069868995
00-0028872,2023,REG,1,1,7.0,0,0.0,0.0,0.0,0,0,-4.0,11.0,0.0,-1.9410884017124772,0,0.0,0.0,1,-11.0,0,1.0,1.0,0.0,-6.053601038409397,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-2.8200000000000003,-2.8200000000000003,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021569527306103717
00-0028872,2024,REG,0,2,0.0,0,0.0,0.0,0.0,0,0,28.0,0.0,0.0,-5.712034730240703,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0028899,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.10806916426512969
00-0028986,2023,REG,34,53,291.0,1,3.0,6.0,60.0,0,0,377.0,146.0,14.0,-20.65132938160174,0,1.44357153106615,0.040419039095312914,2,1.0,0,1.0,0.0,0.0,-1.650933435827028,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.74,9.74,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05846338535414165
00-0029239,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,31.0,1,0.0,0.0,2.0,3.6790279943379574,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041350022351363425
00-0029263,2023,REG,297,447,3070.0,26,8.0,45.0,258.0,7,4,3189.0,1735.0,135.0,-16.336197524169002,2,15.711004444947886,1.5927855881814104,80,341.0,3,3.0,1.0,38.0,17.56566172705452,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,256.90000000000003,256.90000000000003,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21865690697080603
00-0029263,2024,REG,214,336,2482.0,16,5.0,33.0,219.0,3,2,2668.0,1122.0,112.0,-0.9645129991215988,0,10.591329886787014,1.2347437409325086,43,155.0,2,2.0,2.0,16.0,-7.594189534254838,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,172.78,172.78,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19431386221012617
00-0029293,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5,10,35.0,0,1.0,1.0,80.0,9.0,2.0,-5.426966988511735,0,2.4541176470588235,0.32300135501355015,0.39556598486011285,0.7613982219224041,0.0,1.5000000000000002,6.5,4,0.07407407407407407,0.09445100354191263,0.018072289156626505,0.18667191394464122,0.03326996197718631,0.0,0.04081632653061224,0.03571428571428571,0.016634980988593156,0.02661596958174905,0.25925925925925924,0.01628746116066954
00-0029604,2023,REG,216,311,2331.0,18,5.0,17.0,110.0,4,3,2252.0,996.0,112.0,37.10304547110406,0,8.48299432724033,1.0611103338147516,14,25.0,0,2.0,1.0,6.0,1.6873686246108264,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,149.74,149.74,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19518744460086554
00-0029604,2024,REG,303,453,3508.0,18,16.0,28.0,201.0,7,2,3374.0,1687.0,163.0,22.081388022190346,0,15.40231532876094,1.3462439630467993,23,0.0,0,5.0,0.0,2.0,-16.772096396629887,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,176.32,176.32,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476296531975819
00-0029692,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01965795164143896
00-0029692,2024,REG,1,2,4.0,0,0.0,0.0,0.0,0,0,11.0,0.0,0.0,-5.6870228089392185,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007962575893301484
00-0029701,2023,REG,149,230,1616.0,4,7.0,32.0,230.0,2,0,1816.0,795.0,74.0,-22.866367662793895,0,9.232990047569839,0.787401731257854,17,74.0,1,1.0,0.0,4.0,-4.0678950850560796,0,0,1,0.0,0,0.0,0.0,-1.0,0.0,0.0,-0.4180150681640953,0,0.0,0.038461538461538464,-0.006578947368421052,0.05308704453441296,0.0,80.03999999999999,80.03999999999999,9,0.004081632653061225,-0.0005032712632108706,0.0,0.005719831969023141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13452100840336134
00-0029764,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06612298875909191
00-0029892,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,6.0,0,0.0,0.0,2.0,-1.9073626617027912,0,14,17,119.0,2,0.0,0.0,73.0,58.0,8.0,9.338851278327638,0,22.711691086691086,0.6272188922188922,0.3479172608679064,1.1843704209358727,0.0,24.5,38.5,10,0.056291390728476824,0.0303156146179402,0.046031746031746035,0.10868957778706739,0.044485981308411214,0.1,0.06504065040650407,0.06993006993006994,0.07224299065420561,0.055588785046728977,0.39403973509933776,0.03872070803580408
00-0029892,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5,26.0,1,1.0,1.0,1.0,-7.2900504331919365,0,19,31,200.0,2,0.0,0.0,193.0,93.0,8.0,-0.08475676236146112,0,28.25010486825003,0.9939327731207598,0.703346128494341,1.9832414496271782,0.0,38.6,57.6,14,0.07192575406032482,0.05356647238412434,0.061386138613861385,0.15074180899778672,0.054274084124830396,0.1,0.04790419161676647,0.053475935828877004,0.0771370420624152,0.06341926729986433,0.46403712296983757,0.04585257124661678
00-0030035,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,6.0,0,0.0,0.0,0.0,0.2364210255909711,0,103,137,1014.0,4,2.0,0.0,1058.0,340.0,56.0,59.67539748838629,1,17.142093564557,4.32465195634627,4.431789127138895,9.589230323516631,0.0,128.0,231.0,17,0.23378839590443687,0.23605533244087462,0.23627519110493397,0.539526859809355,0.31248073959938366,0.3076923076923077,0.37333333333333335,0.36809815950920244,0.31008652364584566,0.31152305321796847,1.7303754266211604,0.20493257629524483
00-0030035,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,48,62,615.0,5,0.0,0.0,692.0,152.0,28.0,40.429083193776734,0,9.450610603418246,2.0403137819874573,2.622008899369427,4.895876902539785,0.0,91.5,139.5,10,0.1901840490797546,0.24255169996494919,0.1733181299885975,0.4793174335915913,0.2839335180055402,0.35714285714285715,0.26666666666666666,0.2773109243697479,0.32053818757419866,0.2985753858330036,1.8865030674846626,0.1737365182952649
00-0030061,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,27,43,187.0,1,0.0,0.0,332.0,46.0,8.0,-14.025217831120045,0,3.2349504584798705,1.3344603384752116,1.2600503709404582,2.8837257673711383,0.0,24.700000000000003,51.7,7,0.18695652173913044,0.17122227952552863,0.08,0.4174126062291186,0.136996336996337,0.16666666666666666,0.11428571428571428,0.11842105263157894,0.15183150183150185,0.14293040293040293,0.8130434782608695,0.09992269037495168
00-0030061,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,66,91,654.0,7,1.0,0.0,686.0,187.0,38.0,28.876541475512305,2,18.99759813306025,3.0367439129223124,3.092115114932669,6.719596449836337,0.0,111.4,177.4,17,0.17333333333333334,0.1718436873747495,0.0990990990990991,0.3974749498997996,0.16632756866734486,0.2413793103448276,0.19791666666666666,0.20361990950226244,0.20385343950608623,0.1813379170028414,1.2457142857142858,0.11077945272202726
00-0030068,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4,33.0,0,0.0,0.0,2.0,1.4552314696484245,0,4,13,67.0,0,0.0,0.0,391.0,21.0,1.0,-8.266660540830372,0,1.6317460317460317,0.3835378578055119,1.2825800966905585,1.473112854391659,0.0,10.0,14.0,10,0.03611111111111111,0.1225705329153605,0.01916058394160584,0.15222309299895506,0.027881814398668332,0.0,0.009523809523809525,0.008547008547008548,0.013940907199334166,0.022305451518934667,0.18611111111111112,0.016948742161206752
00-0030140,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-4.317329486482777,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0030279,2023,REG,1,2,49.0,1,0.0,0.0,0.0,0,0,39.0,27.0,1.0,3.514876914501656,0,2.227272727272727,0.0,2,6.0,0,0.0,0.0,1.0,0.15395117574371397,0,108,150,1243.0,7,2.0,1.0,1452.0,396.0,56.0,60.83327256819728,0,11.012175396843434,4.080987874230866,5.422398485299409,9.917160751055885,0.0,170.86,278.86,13,0.3112033195020747,0.3879241250333957,0.24102251978088862,0.7771442792798287,0.3697204045211184,0.3333333333333333,0.3522012578616352,0.35,0.35152686892722584,0.36244299028356136,2.578838174273859,0.2407119674055659
00-0030279,2024,REG,0,1,0.0,0,1.0,0.0,0.0,0,0,14.0,0.0,0.0,-5.911163269076496,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,70,121,744.0,7,1.0,0.0,1115.0,240.0,43.0,23.16483989555049,0,13.138534043433602,3.9753152352731083,4.777649076568629,9.307327206507702,0.0,114.4,184.4,15,0.25366876310272535,0.3005390835579515,0.1476923076923077,0.6209344115004493,0.24676616915422886,0.3888888888888889,0.2925170068027211,0.30303030303030304,0.31782752902155886,0.2751907131011609,1.559748427672956,0.16216691583853665
00-0030431,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7.0,0,0.0,0.0,0.0,0.13571642304304987,0,40,75,426.0,1,0.0,0.0,732.0,126.0,26.0,2.1483266097997866,0,7.638205449329433,2.160214157813562,2.543369540826272,5.020679915298734,0.0,49.300000000000004,89.3,13,0.15889830508474576,0.18382722250125566,0.08677685950413223,0.3854092356281231,0.12485345838218054,0.05263157894736842,0.15757575757575756,0.14673913043478262,0.08874251866477448,0.11040908249521812,0.902542372881356,0.07986191847466417
00-0030431,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,20,30,203.0,0,3.0,1.0,284.0,73.0,12.0,0.9846309969664491,0,9.211095592503307,0.9131768400101755,0.9971248430380422,2.067752650141893,0.0,18.3,38.3,12,0.072992700729927,0.08196248196248196,0.05826017557861133,0.17505903666487607,0.07125307125307126,0.0,0.0851063829787234,0.07792207792207792,0.03562653562653563,0.05700245700245701,0.49391727493917276,0.041353545823615785
00-0030506,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,93,121,984.0,5,1.0,1.0,807.0,470.0,50.0,48.01501512007571,0,14.711325709680452,3.361666946743692,3.474720451365091,7.474804736071102,0.0,126.4,219.4,15,0.2137809187279152,0.22579742585338555,0.19121236777868186,0.5013093187745812,0.24581563827129652,0.19230769230769232,0.25,0.24336283185840707,0.21906166528949442,0.2351140490785757,1.7385159010600706,0.1603191769210534
00-0030506,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,-0.09222689614398405,0,97,133,823.0,3,2.0,1.0,883.0,341.0,46.0,21.573750875772742,0,14.771537866481065,3.7343693051020184,4.033710576953776,8.42515136152067,0.0,98.4,195.4,16,0.2281303602058319,0.23955507325013564,0.1473002159827214,0.5338395989088565,0.20845997973657548,0.11538461538461539,0.21395348837209302,0.2033195020746888,0.16192229756059545,0.18984490686618347,1.411663807890223,0.1352230418956139
00-0030513,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,79,300.0,4,0.0,0.0,27.0,-2.5622984387688468,0,17,22,119.0,0,1.0,0.0,34.0,92.0,7.0,6.6656454447588995,0,34.52916666666667,0.6395713413570556,0.09839301541368252,1.0282321228251612,0.0,65.9,82.9,15,0.04230769230769231,0.007767877541695225,0.052451539338654506,0.06967584049489464,0.03207547169811321,0.0,0.040229885057471264,0.035,0.016037735849056604,0.02566037735849057,0.22884615384615384,0.05890712712285938
00-0030533,2023,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,-3.0,0,0.0,0.0,0.0,-4.012016120250337,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.30000000000000004,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,-0.00432152117545376
00-0030564,2023,REG,0,1,0.0,0,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,-0.4180150681640953,0,0.0,0.0,2,9.0,0,0.0,0.0,0.0,0.2670170360361226,0,75,137,1057.0,7,0.0,0.0,1934.0,223.0,48.0,19.165303081635933,0,10.755491086617702,4.804115555292026,7.06592016918937,12.152317451370598,0.0,148.6,223.6,17,0.2773279352226721,0.42328737141606476,0.13972431077694236,0.75462179996686,0.30096810933940776,0.5,0.3037974683544304,0.31976744186046513,0.4004840546697039,0.3407744874715262,2.139676113360324,0.18848838385541355
00-0030564,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,56,80,610.0,5,1.0,0.0,896.0,109.0,35.0,19.209225964236232,0,11.285996671611127,2.3191714930481973,3.7987275885204985,6.137866551536645,0.0,91.0,147.0,16,0.1384083044982699,0.2279318239633681,0.05816435432230523,0.38995791591809936,0.17144463181562675,0.19230769230769232,0.17676767676767677,0.17857142857142858,0.18187616206165952,0.17561724391403988,1.055363321799308,0.10944666150455656
00-0030565,2023,REG,323,499,3624.0,20,9.0,31.0,231.0,4,2,3500.0,1714.0,169.0,32.440536514174156,2,15.825713940295476,1.5576720868736302,37,155.0,1,1.0,1.0,10.0,-4.9264974177931435,0,1,1,-2.0,0,0.0,0.0,-8.0,6.0,0.0,-1.4415200678631663,0,0.0,0.038461538461538464,-0.0625,0.013942307692307698,0.0,226.26,227.26,15,0.0019569471624266144,-0.0021984061555372354,0.0033917467495760316,0.001176695819210133,-0.0005420054200542005,0.0,0.0,0.0,-0.00027100271002710027,-0.00043360433604336043,-0.003913894324853229,0.18527637371596278
00-0030565,2024,REG,407,578,4320.0,21,15.0,50.0,338.0,4,0,3996.0,2181.0,209.0,24.594096387796093,0,21.209822271889777,1.9445400955113343,53,272.0,2,4.0,0.0,17.0,1.241315049061086,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,266.0,266.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815005868064085
